deviceName,processName,processId,description,timeWindow,numberOfOccurrence
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:8777 - Can't handle disconnect with invalid ecid,1400-1500,13
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:8777 - Mux ID not found in mapping dictionary,1400-1500,13
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/sbin/networksetup, error = 2: No such file or directory",1400-1500,12
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/sbin/networksetup, error = 2: No such file or directory",1500-1600,12
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:9467 - Mux ID not found in mapping dictionary,1700-1800,12
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:9467 - Can't handle disconnect with invalid ecid,1700-1800,12
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Could not find uid associated with service: 0: Undefined error: 0 501,1400-1500,11
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/local/bin/docker-credential-osxkeychain, error = 2: No such file or directory",1600-1700,11
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Service exited with abnormal code: 78,1400-1500,11
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:881b - Mux ID not found in mapping dictionary,1600-1700,10
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/bin/fdesetup, error = 2: No such file or directory",2200-2300,10
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:881b - Can't handle disconnect with invalid ecid,1600-1700,10
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Could not find uid associated with service: 0: Undefined error: 0 501,1300-1400,8
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:8813 - Mux ID not found in mapping dictionary,0700-0800,8
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Service exited with abnormal code: 78,1300-1400,8
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:8813 - Can't handle disconnect with invalid ecid,0700-0800,8
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:881b - Mux ID not found in mapping dictionary,1700-1800,8
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:881b - Can't handle disconnect with invalid ecid,1700-1800,8
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:8817 - Can't handle disconnect with invalid ecid,1600-1700,7
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,tid:8817 - Mux ID not found in mapping dictionary,1600-1700,7
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1200-1300,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1500-1600,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,2300-2400,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0900-1000,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0400-0500,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1700-1800,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0700-0800,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1400-1500,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0000-0100,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0200-0300,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1000-1100,6
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1600-1700,5
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0100-0200,5
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0800-0900,5
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1100-1200,5
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0500-0600,5
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0600-0700,5
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,0300-0400,5
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1300-1400,4
BBAOMACBOOKAIR2,VTDecoderXPCService,960,DEPRECATED USE in libdispatch client: Changing the target of a source after it has been activated; set a breakpoint on _dispatch_bug_deprecated to debug,0000-0100,4
BBAOMACBOOKAIR2,VTDecoderXPCService,960,DEPRECATED USE in libdispatch client: Changing target queue hierarchy after xpc connection was activated; set a breakpoint on _dispatch_bug_deprecated to debug,0000-0100,4
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /System/Library/PrivateFrameworks/SystemAdministration.framework/Versions/A/Resources/activateSettings, error = 2: No such file or directory",1800-1900,4
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/libexec/mdmclient, error = 108: Invalid path",0900-1000,4
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/libexec/mdmclient, error = 108: Invalid path",1500-1600,4
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/libexec/mdmclient, error = 108: Invalid path",2300-2400,3
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /System/Library/PrivateFrameworks/SystemAdministration.framework/Versions/A/Resources/activateSettings, error = 2: No such file or directory",1400-1500,3
BBAOMACBOOKAIR2,syslogd,113,ASL Sender Statistics,1800-1900,3
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/libexec/mdmclient, error = 108: Invalid path",0400-0500,3
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/sbin/installer, error = 2: No such file or directory",0200-0300,3
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Service exited with abnormal code: 1,0800-0900,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /System/Library/PrivateFrameworks/SystemAdministration.framework/Versions/A/Resources/activateSettings, error = 2: No such file or directory",1700-1800,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Caller wanted oneshot behavior for pre-existing instance: caller = com.apple.appki,0100-0200,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /System/Library/PrivateFrameworks/SystemAdministration.framework/Versions/A/Resources/activateSettings, error = 2: No such file or directory",1300-1400,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.594"" tried to register for endpoint ""com.apple.tsm.uiserver"" already registered by owner: com.apple.TextInputMenuAgent",1700-1800,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/sbin/system_profiler, error = 2: No such file or directory",2200-2300,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Could not find uid associated with service: 0: Undefined error: 0 501,2200-2300,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/libexec/mdmclient, error = 108: Invalid path",2200-2300,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Service exited with abnormal code: 78,2200-2300,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/libexec/mdmclient, error = 108: Invalid path",0500-0600,2
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.594"" tried to register for endpoint ""com.apple.tsm.uiserver"" already registered by owner: com.apple.TextInputMenuAgent",0100-0200,2
---,las,,23 --- last message repeated 1 time ---,1500-1600,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:562",1400-1500,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.594"" tried to register for endpoint ""com.apple.tsm.uiserver"" already registered by owner: com.apple.TextInputMenuAgent",1500-1600,1
BBAOMACBOOKAIR2,VTDecoderXPCService,1760,DEPRECATED USE in libdispatch client: Changing the target of a source after it has been activated; set a breakpoint on _dispatch_bug_deprecated to debug,1500-1600,1
BBAOMACBOOKAIR2,VTDecoderXPCService,1760,DEPRECATED USE in libdispatch client: Changing target queue hierarchy after xpc connection was activated; set a breakpoint on _dispatch_bug_deprecated to debug,1500-1600,1
BBAOMACBOOKAIR2,xpcproxy,54425,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:562",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:579",1400-1500,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Endpoint has been activated through legacy launch(3) APIs. Please switch to XPC or bootstrap_check_in(): com.apple.bsd.dirhelper,1500-1600,1
BBAOMACBOOKAIR2,Finder,908,libcoreservices: __create_or_fix_relative_directory: 1002: __dirhelper_create_relative_with_error: error Operation not permitted,1500-1600,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /System/Library/PreferencePanes/Wallet.prefPane/Contents/Resources/walletAvailabilityCheckTool, error = 2: No such file or directory",1500-1600,1
BBAOMACBOOKAIR2,AccountProfileRemoteViewService,54456,objc[54456]: Class AOSUISpyglassAccountChangeHelper is implemented in both /System/Library/PrivateFrameworks/AOSUI.framework/Versions/A/AOSUI and /System/Library/PrivateFrameworks/AOSUI.framework/Versions/A/XPCServices/AccountProfileRemoteViewService.xpc/Contents/MacOS/AccountProfileRemoteViewService. One of the two will be used. Which one is undefined.,1500-1600,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:580",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:578",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:580",1400-1500,1
BBAOMACBOOKAIR2,Microsof,,"[HockeySDK] -[BITCrashManager invokeDelayedProcessing]/874 [HockeySDK] WARNING: Another exception handler was added. If this invokes any kind exit() after processing the exception, which causes any subsequent error handler not to be invoked, these crashes will NOT be reported to HockeyApp!",1500-1600,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:578",1400-1500,1
BBAOMACBOOKAIR2,xpcproxy,54156,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1300-1400,1
BBAOMACBOOKAIR2,timed,158,"settimeofday({0x5ebb9ec9,0x43354}) == 0",1500-1600,1
BBAOMACBOOKAIR2,Teams,54434,"[HockeySDK] -[BITCrashManager invokeDelayedProcessing]/874 [HockeySDK] WARNING: Another exception handler was added. If this invokes any kind exit() after processing the exception, which causes any subsequent error handler not to be invoked, these crashes will NOT be reported to HockeyApp!",1500-1600,1
BBAOMACBOOKAIR2,timed,158,"settimeofday({0x5ebb9ac4,0x343bf}) == 0",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:579",1400-1500,1
BBAOMACBOOKAIR2,xpcproxy,54189,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1400-1500,1
BBAOMACBOOKAIR2,xpcproxy,54152,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1300-1400,1
BBAOMACBOOKAIR2,VTDecoderXPCService,960,DEPRECATED USE in libdispatch client: Changing the target of a source after it has been activated; set a breakpoint on _dispatch_bug_deprecated to debug,1600-1700,1
BBAOMACBOOKAIR2,xpcproxy,54819,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1600-1700,1
BBAOMACBOOKAIR2,JavaUpdater,54887,Host name is javadl-esd-secure.oracle.com,1600-1700,1
BBAOMACBOOKAIR2,JavaUpdater,54887,Feed URL: https,1600-1700,1
BBAOMACBOOKAIR2,JavaUpdater,54887,Hostname check passed. Valid Oracle hostname,1600-1700,1
BBAOMACBOOKAIR2,JavaUpdater,54887,Locale:en_CN,1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:581",1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:581",1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:582",1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:582",1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:583",1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:583",1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:584",1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:584",1600-1700,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:585",1600-1700,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Service exited due to SIGKILL | sent by Computer Name[54124],1300-1400,1
BBAOMACBOOKAIR2,VTDecoderXPCService,960,DEPRECATED USE in libdispatch client: Changing target queue hierarchy after xpc connection was activated; set a breakpoint on _dispatch_bug_deprecated to debug,1600-1700,1
BBAOMACBOOKAIR2,xpcproxy,54803,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1600-1700,1
BBAOMACBOOKAIR2,xpcproxy,54151,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1300-1400,1
BBAOMACBOOKAIR2,xpcproxy,54148,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1300-1400,1
BBAOMACBOOKAIR2,xpcproxy,54543,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1500-1600,1
BBAOMACBOOKAIR2,xpcproxy,54544,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1500-1600,1
BBAOMACBOOKAIR2,xpcproxy,54545,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1500-1600,1
BBAOMACBOOKAIR2,xpcproxy,54546,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1500-1600,1
BBAOMACBOOKAIR2,xpcproxy,54547,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1500-1600,1
BBAOMACBOOKAIR2,remindd,54563,objc[54563]: Class REMCDChangeTrackingState is implemented in both /System/Library/PrivateFrameworks/ReminderKit.framework/Versions/A/ReminderKit and /usr/libexec/remindd. One of the two will be used. Which one is undefined.,1500-1600,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /System/Library/PrivateFrameworks/SystemAdministration.framework/Versions/A/Resources/activateSettings, error = 2: No such file or directory",1500-1600,1
BBAOMACBOOKAIR2,remindd,54563,objc[54563]: Class REMDAAccountInfo is implemented in both /System/Library/PrivateFrameworks/CDDataAccess.framework/Frameworks/DACalDAV.framework/Versions/A/DACalDAV (0x7fff922f17d8) and /System/Library/PrivateFrameworks/CDDataAccess.framework/Frameworks/DACalDAV.framework/DADaemonCalDAV.bundle/Contents/MacOS/DADaemonCalDAV (0x10ec9a930). One of the two will be used. Which one is undefined.,1500-1600,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/libexec/remindd, error = 108: Invalid path",1500-1600,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:577",1400-1500,1
BBAOMACBOOKAIR2,xpcproxy,54150,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1300-1400,1
BBAOMACBOOKAIR2,xpcproxy,54149,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1300-1400,1
BBAOMACBOOKAIR2,xpcproxy,54579,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1500-1600,1
BBAOMACBOOKAIR2,syncdefaultsd,54686,objc[54686]: Class SYDClient is implemented in both /System/Library/PrivateFrameworks/SyncedDefaults.framework/Versions/A/SyncedDefaults and /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd. One of the two will be used. Which one is undefined.,1500-1600,1
BBAOMACBOOKAIR2,syncdefaultsd,54686,objc[54686]: Class SYDJournal is implemented in both /System/Library/PrivateFrameworks/SyncedDefaults.framework/Versions/A/SyncedDefaults and /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd. One of the two will be used. Which one is undefined.,1500-1600,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:577",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:570",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:576",1400-1500,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Extension remained dirty for too long after trying to exit. Killing.,1400-1500,1
BBAOMACBOOKAIR2,remindd,54309,objc[54309]: Class REMCDChangeTrackingState is implemented in both /System/Library/PrivateFrameworks/ReminderKit.framework/Versions/A/ReminderKit and /usr/libexec/remindd. One of the two will be used. Which one is undefined.,1400-1500,1
BBAOMACBOOKAIR2,remindd,54309,objc[54309]: Class REMDAAccountInfo is implemented in both /System/Library/PrivateFrameworks/CDDataAccess.framework/Frameworks/DACalDAV.framework/Versions/A/DACalDAV (0x7fff922f17d8) and /System/Library/PrivateFrameworks/CDDataAccess.framework/Frameworks/DACalDAV.framework/DADaemonCalDAV.bundle/Contents/MacOS/DADaemonCalDAV (0x10e2e0930). One of the two will be used. Which one is undefined.,1400-1500,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,Service only ran for 1 seconds. Pushing respawn out by 9 seconds.,1400-1500,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /usr/libexec/remindd, error = 108: Invalid path",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:553",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:553",1400-1500,1
BBAOMACBOOKAIR2,com.apple.xpc.launchd,1,"Failed to bootstrap path: path = /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd, error = 2: No such file or directory",1400-1500,1
BBAOMACBOOKAIR2,syncdefaultsd,54324,objc[54324]: Class SYDClient is implemented in both /System/Library/PrivateFrameworks/SyncedDefaults.framework/Versions/A/SyncedDefaults and /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd. One of the two will be used. Which one is undefined.,1400-1500,1
BBAOMACBOOKAIR2,syncdefaultsd,54324,objc[54324]: Class SYDJournal is implemented in both /System/Library/PrivateFrameworks/SyncedDefaults.framework/Versions/A/SyncedDefaults and /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd. One of the two will be used. Which one is undefined.,1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:554",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:576",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:554",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:555",1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:__thr_AMMuxedDeviceDisconnected, mux-device:555",1400-1500,1
BBAOMACBOOKAIR2,xpcproxy,54335,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1400-1500,1
BBAOMACBOOKAIR2,AMPDeviceDiscoveryAgent,976,"Entered:_AMMuxedDeviceDisconnected, mux-device:556",1400-1500,1
BBAOMACBOOKAIR2,xpcproxy,54169,libcoreservices: _dirhelper_userdir: 557: bootstrap_look_up returned (ipc/send) invalid destination port,1400-1500,1
